ServiceStationName,Address,Suburb,Postcode,Brand,FuelCode,PriceUpdatedDate,Price
Ampol Foodary Croydon,"404-410 Liverpool Rd, CROYDON NSW 2132",CROYDON,2132,Ampol Foodary,E10,2026-04-13 16:27:13,211.7
Ampol Foodary Croydon,"404-410 Liverpool Rd, CROYDON NSW 2132",CROYDON,2132,Ampol Foodary,U91,2026-04-13 16:27:13,213.7
Ampol Foodary Croydon,"404-410 Liverpool Rd, CROYDON NSW 2132",CROYDON,2132,Ampol Foodary,P95,2026-04-13 16:27:13,229.7
Ampol Foodary Croydon,"404-410 Liverpool Rd, CROYDON NSW 2132",CROYDON,2132,Ampol Foodary,P98,2026-04-13 16:27:13,238.7
Ampol Foodary Manly Vale,"236 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,2093,Ampol Foodary,E10,2026-04-13 16:27:13,216.9
Ampol Foodary Manly Vale,"236 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,2093,Ampol Foodary,P95,2026-04-13 16:27:13,234.9
Ampol Foodary Manly Vale,"236 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,2093,Ampol Foodary,P98,2026-04-13 16:27:13,243.9
Ampol Foodary Lilli Pilli,"481 Port Hacking Road, LILLI PILLI NSW 2229",LILLI PILLI,2229,Ampol Foodary,P95,2026-04-13 16:27:13,234.9
Ampol Foodary Lilli Pilli,"481 Port Hacking Road, LILLI PILLI NSW 2229",LILLI PILLI,2229,Ampol Foodary,P98,2026-04-13 16:27:13,243.9
NightOwl Shell Berkeley Vale,"1a Tumbi Creek Road, BERKELEY VALE NSW 2261",BERKELEY VALE,2261,Shell,E10,2026-04-13 16:30:10,214.5
NightOwl Shell Berkeley Vale,"1a Tumbi Creek Road, BERKELEY VALE NSW 2261",BERKELEY VALE,2261,Shell,U91,2026-04-13 16:30:10,216.5
NightOwl Shell Berkeley Vale,"1a Tumbi Creek Road, BERKELEY VALE NSW 2261",BERKELEY VALE,2261,Shell,P95,2026-04-13 16:30:10,232.5
NightOwl Shell Berkeley Vale,"1a Tumbi Creek Road, BERKELEY VALE NSW 2261",BERKELEY VALE,2261,Shell,P98,2026-04-13 16:30:10,238.8
Ampol Foodary Lilli Pilli,"481 Port Hacking Road, LILLI PILLI NSW 2229",LILLI PILLI,2229,Ampol Foodary,E10,2026-04-13 16:32:15,216.9
Ampol Foodary Lilli Pilli,"481 Port Hacking Road, LILLI PILLI NSW 2229",LILLI PILLI,2229,Ampol Foodary,U91,2026-04-13 16:32:15,218.9
Caltex Moree,"3 BLUEBERRY RD, MOREE NSW 2400",MOREE,2400,Caltex,E10,2026-04-13 16:36:29,227.9
Caltex Moree,"3 BLUEBERRY RD, MOREE NSW 2400",MOREE,2400,Caltex,U91,2026-04-13 16:36:29,229.9
Caltex Moree,"3 BLUEBERRY RD, MOREE NSW 2400",MOREE,2400,Caltex,P98,2026-04-13 16:36:29,257.9
BP Narellan,"271 Camden Valley Way, NARELLAN NSW 2567",NARELLAN,2567,BP,E10,2026-04-13 16:36:48,205.9
BP Narellan,"271 Camden Valley Way, NARELLAN NSW 2567",NARELLAN,2567,BP,U91,2026-04-13 16:36:48,207.9
BP Narellan,"271 Camden Valley Way, NARELLAN NSW 2567",NARELLAN,2567,BP,P95,2026-04-13 16:36:48,222.9
BP Narellan,"271 Camden Valley Way, NARELLAN NSW 2567",NARELLAN,2567,BP,P98,2026-04-13 16:36:48,229.9
U-Go Carlingford Court (Self- serve),"797 Pennant Hills Road, CARLINGFORD NSW 2118",CARLINGFORD,2118,U-Go,P98,2026-04-13 16:37:13,237.9
U-Go Baulkham Hills (Unmanned),"117 Seven Hills Rd, BAULKHAM HILLS NSW 2153",BAULKHAM HILLS,2153,U-Go,E10,2026-04-13 16:37:13,214.5
U-Go Baulkham Hills (Unmanned),"117 Seven Hills Rd, BAULKHAM HILLS NSW 2153",BAULKHAM HILLS,2153,U-Go,U91,2026-04-13 16:37:13,216.5
U-Go Baulkham Hills (Unmanned),"117 Seven Hills Rd, BAULKHAM HILLS NSW 2153",BAULKHAM HILLS,2153,U-Go,P98,2026-04-13 16:37:13,241.5
U-Go Moorebank Bridges Rd (Self- Serve),"2 Bridges Road, MOOREBANK NSW 2170",MOOREBANK,2170,U-Go,E10,2026-04-13 16:37:13,207.9
U-Go Moorebank Bridges Rd (Self- Serve),"2 Bridges Road, MOOREBANK NSW 2170",MOOREBANK,2170,U-Go,U91,2026-04-13 16:37:13,209.9
Ampol Fairy Meadow,"30-34 PRINCES HWY, FAIRY MEADOW NSW 2519",FAIRY MEADOW,2519,Ampol,E10,2026-04-13 16:42:11,221.9
Ampol Fairy Meadow,"30-34 PRINCES HWY, FAIRY MEADOW NSW 2519",FAIRY MEADOW,2519,Ampol,P95,2026-04-13 16:42:11,246.9
Ampol Fairy Meadow,"30-34 PRINCES HWY, FAIRY MEADOW NSW 2519",FAIRY MEADOW,2519,Ampol,P98,2026-04-13 16:42:11,250.9
BP Silverwater,"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128",SILVERWATER,2128,BP,E10,2026-04-13 16:42:58,216.9
BP Silverwater,"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128",SILVERWATER,2128,BP,P95,2026-04-13 16:42:58,233.9
BP Silverwater,"Cnr Silverwater Road & Derby Street, SILVERWATER NSW 2128",SILVERWATER,2128,BP,P98,2026-04-13 16:42:58,242.9
